Transaction ID,Date,Time,Store Name,Store Type,Region,Brand,Product,Quantity,Unit Price,Total,Payment Method
TRX-000348,2025-04-22,18:28:31,"Real Convenience",convenience,Region IV-A,Marlboro,"Marlboro Gold 20s",1,160,160,Maya
TRX-000348,2025-04-22,18:28:31,"Real Convenience",convenience,Region IV-A,Marlboro,"Marlboro Red 20s",1,160,160,Maya
TRX-000348,2025-04-22,18:28:31,"Real Convenience",convenience,Region IV-A,Winston,"Winston Red 10s",1,75,75,Maya
TRX-000349,2025-05-19,12:34:34,"Jaro Store",sari-sari,Region VI,Mighty,"Mighty Menthol 20s",1,130,130,GCash
TRX-000349,2025-05-19,12:34:34,"Jaro Store",sari-sari,Region VI,More,"More Menthol 20s",1,140,140,GCash
TRX-000349,2025-05-19,12:34:34,"Jaro Store",sari-sari,Region VI,Camel,"Camel Yellow 20s",2,155,310,GCash
TRX-000350,2025-05-11,17:38:27,"Vigan Central Store",sari-sari,Region I,Mighty,"Mighty Menthol 20s",1,130,130,Cash
TRX-000350,2025-05-11,17:38:27,"Vigan Central Store",sari-sari,Region I,Camel,"Camel Menthol 20s",2,155,310,Cash
TRX-000350,2025-05-11,17:38:27,"Vigan Central Store",sari-sari,Region I,Mighty,"Mighty Menthol 20s",2,130,260,Cash
TRX-000351,2025-06-30,12:36:38,"Tacloban Central",grocery,Region VIII,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000352,2025-04-22,19:30:39,"Palawan Central Store",grocery,Region IV-B,Winston,"Winston Menthol 20s",1,150,150,Maya
TRX-000353,2025-06-09,18:39:44,"Cogeo Mart",grocery,Region IV-A,Mighty,"Mighty Premium 20s",2,140,280,GCash
TRX-000353,2025-06-09,18:39:44,"Cogeo Mart",grocery,Region IV-A,Mighty,"Mighty Red 10s",2,65,130,GCash
TRX-000354,2025-05-25,08:32:07,"Laoag Express Mart",grocery,Region I,Winston,"Winston Red 20s",2,150,300,GCash
TRX-000354,2025-05-25,08:32:07,"Laoag Express Mart",grocery,Region I,Marlboro,"Marlboro Gold 20s",1,160,160,GCash
TRX-000354,2025-05-25,08:32:07,"Laoag Express Mart",grocery,Region I,Mevius,"Mevius Sky Blue 20s",1,160,160,GCash
TRX-000355,2025-05-22,07:50:12,"Balibago Store",sari-sari,Region III,Fortune,"Fortune Menthol 20s",2,130,260,GCash
TRX-000355,2025-05-22,07:50:12,"Balibago Store",sari-sari,Region III,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000356,2025-06-10,20:12:02,"Highway Store",sari-sari,Region III,Marlboro,"Marlboro Red 20s",2,160,320,GCash
TRX-000356,2025-06-10,20:12:02,"Highway Store",sari-sari,Region III,Camel,"Camel Blue 20s",1,155,155,GCash
TRX-000357,2025-05-19,12:03:37,"Mandaue Central",grocery,Region VII,Mevius,"Mevius Blue 20s",2,160,320,Maya
TRX-000358,2025-05-26,18:51:02,"Vigan Central Store",sari-sari,Region I,Marlboro,"Marlboro Ice Blast 20s",2,165,330,GCash
TRX-000358,2025-05-26,18:51:02,"Vigan Central Store",sari-sari,Region I,Mighty,"Mighty Red 20s",2,130,260,GCash
TRX-000358,2025-05-26,18:51:02,"Vigan Central Store",sari-sari,Region I,More,"More Menthol 20s",2,140,280,GCash
TRX-000359,2025-05-08,07:41:09,"Commonwealth Mart",grocery,NCR,More,"More Menthol 20s",1,140,140,Maya
TRX-000359,2025-05-08,07:41:09,"Commonwealth Mart",grocery,NCR,Mighty,"Mighty Premium 20s",2,140,280,Maya
TRX-000359,2025-05-08,07:41:09,"Commonwealth Mart",grocery,NCR,Hope,"Hope Luxury Red 20s",1,120,120,Maya
TRX-000360,2025-04-05,17:43:34,"Tacloban Central",grocery,Region VIII,Winston,"Winston Red 10s",2,75,150,Cash
TRX-000360,2025-04-05,17:43:34,"Tacloban Central",grocery,Region VIII,Winston,"Winston Lights 20s",1,150,150,Cash
TRX-000360,2025-04-05,17:43:34,"Tacloban Central",grocery,Region VIII,Philip Morris,"Philip Morris Red 20s",1,140,140,Cash
TRX-000361,2025-04-23,18:43:30,"Cotabato Central",grocery,BARMM,Winston,"Winston Menthol 20s",2,150,300,Maya
TRX-000362,2025-06-10,18:02:33,"Butuan Central",grocery,Region XIII,Camel,"Camel Menthol 20s",1,155,155,Maya
TRX-000362,2025-06-10,18:02:33,"Butuan Central",grocery,Region XIII,Winston,"Winston Lights 20s",2,150,300,Maya
TRX-000363,2025-04-21,19:14:24,"Mactan Store",sari-sari,Region VII,Winston,"Winston Lights 20s",1,150,150,GCash
TRX-000363,2025-04-21,19:14:24,"Mactan Store",sari-sari,Region VII,Hope,"Hope Luxury Red 20s",1,120,120,GCash
TRX-000363,2025-04-21,19:14:24,"Mactan Store",sari-sari,Region VII,Mighty,"Mighty Red 10s",2,65,130,GCash
TRX-000364,2025-04-11,07:43:49,"IT Park Mart",convenience,Region VII,Winston,"Winston Menthol 20s",2,150,300,GCash
TRX-000364,2025-04-11,07:43:49,"IT Park Mart",convenience,Region VII,Winston,"Winston Menthol 20s",1,150,150,GCash
TRX-000365,2025-06-02,12:58:58,"Cubao Central Store",sari-sari,NCR,Mevius,"Mevius Sky Blue 20s",1,160,160,Cash
TRX-000365,2025-06-02,12:58:58,"Cubao Central Store",sari-sari,NCR,Hope,"Hope Luxury Red 20s",1,120,120,Cash
TRX-000365,2025-06-02,12:58:58,"Cubao Central Store",sari-sari,NCR,Camel,"Camel Blue 20s",2,155,310,Cash
TRX-000366,2025-04-29,08:27:44,"Dolores Mart",sari-sari,Region III,Marlboro,"Marlboro Gold 20s",2,160,320,GCash
TRX-000367,2025-04-27,13:18:19,"Laoag Express Mart",grocery,Region I,Hope,"Hope Luxury Red 20s",1,120,120,Cash
TRX-000367,2025-04-27,13:18:19,"Laoag Express Mart",grocery,Region I,Philip Morris,"Philip Morris Red 20s",2,140,280,Cash
TRX-000368,2025-04-20,07:50:50,"Tuguegarao Central",grocery,Region II,Marlboro,"Marlboro Gold 20s",2,160,320,Maya
TRX-000369,2025-06-14,18:19:07,"Santiago Express",sari-sari,Region II,Mighty,"Mighty Red 20s",2,130,260,Cash
TRX-000369,2025-06-14,18:19:07,"Santiago Express",sari-sari,Region II,Camel,"Camel Yellow 20s",2,155,310,Cash
TRX-000370,2025-05-28,12:27:15,"Clark Convenience",convenience,Region III,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Maya
TRX-000371,2025-06-11,17:09:02,"Cogeo Mart",grocery,Region IV-A,Mevius,"Mevius Blue 20s",2,160,320,Cash
TRX-000372,2025-04-22,19:47:08,"CDO Central Store",grocery,Region X,Winston,"Winston Red 10s",1,75,75,Cash
TRX-000372,2025-04-22,19:47:08,"CDO Central Store",grocery,Region X,Mighty,"Mighty Red 20s",2,130,260,Cash
TRX-000372,2025-04-22,19:47:08,"CDO Central Store",grocery,Region X,Winston,"Winston Red 20s",2,150,300,Cash
TRX-000373,2025-05-22,19:20:26,"Mactan Store",sari-sari,Region VII,More,"More Menthol 20s",2,140,280,GCash
TRX-000373,2025-05-22,19:20:26,"Mactan Store",sari-sari,Region VII,Mighty,"Mighty Menthol 20s",1,130,130,GCash
TRX-000373,2025-05-22,19:20:26,"Mactan Store",sari-sari,Region VII,Fortune,"Fortune Red 20s",1,130,130,GCash
TRX-000374,2025-04-29,18:35:35,"Buhangin Store",sari-sari,Region XI,Fortune,"Fortune Red 20s",1,130,130,Cash
TRX-000374,2025-04-29,18:35:35,"Buhangin Store",sari-sari,Region XI,Marlboro,"Marlboro Red 20s",2,160,320,Cash
TRX-000374,2025-04-29,18:35:35,"Buhangin Store",sari-sari,Region XI,Marlboro,"Marlboro Gold 20s",2,160,320,Cash
TRX-000375,2025-06-26,06:57:06,"Matina Market",sari-sari,Region XI,Winston,"Winston Red 10s",1,75,75,Maya
TRX-000376,2025-05-31,06:43:55,"Matina Market",sari-sari,Region XI,Mighty,"Mighty Red 10s",2,65,130,GCash
TRX-000376,2025-05-31,06:43:55,"Matina Market",sari-sari,Region XI,Philip Morris,"Philip Morris Red 20s",2,140,280,GCash
TRX-000376,2025-05-31,06:43:55,"Matina Market",sari-sari,Region XI,More,"More Menthol 20s",2,140,280,GCash
TRX-000377,2025-06-26,20:02:33,"Heights Store",sari-sari,Region IV-A,Marlboro,"Marlboro Ice Blast 20s",1,165,165,GCash
TRX-000377,2025-06-26,20:02:33,"Heights Store",sari-sari,Region IV-A,Fortune,"Fortune Menthol 20s",1,130,130,GCash
TRX-000378,2025-05-12,12:37:46,"Buhangin Store",sari-sari,Region XI,Camel,"Camel Blue 20s",2,155,310,GCash
TRX-000378,2025-05-12,12:37:46,"Buhangin Store",sari-sari,Region XI,Mighty,"Mighty Premium 20s",2,140,280,GCash
TRX-000379,2025-05-21,19:23:31,"Dolores Mart",sari-sari,Region III,Mighty,"Mighty Red 10s",1,65,65,Maya
TRX-000379,2025-05-21,19:23:31,"Dolores Mart",sari-sari,Region III,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Maya
TRX-000380,2025-06-19,08:32:19,"Baguio Central",grocery,CAR,Camel,"Camel Menthol 20s",2,155,310,Maya
TRX-000380,2025-06-19,08:32:19,"Baguio Central",grocery,CAR,Mighty,"Mighty Red 10s",1,65,65,Maya
TRX-000380,2025-06-19,08:32:19,"Baguio Central",grocery,CAR,Mevius,"Mevius Purple 20s",1,160,160,Maya
TRX-000381,2025-06-05,13:27:15,"Mactan Store",sari-sari,Region VII,Winston,"Winston Red 10s",1,75,75,GCash
TRX-000381,2025-06-05,13:27:15,"Mactan Store",sari-sari,Region VII,Winston,"Winston Red 20s",2,150,300,GCash
TRX-000381,2025-06-05,13:27:15,"Mactan Store",sari-sari,Region VII,Camel,"Camel Yellow 20s",2,155,310,GCash
TRX-000382,2025-04-17,18:23:11,"Ortigas Store",grocery,NCR,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000382,2025-04-17,18:23:11,"Ortigas Store",grocery,NCR,Winston,"Winston Red 20s",2,150,300,Maya
TRX-000382,2025-04-17,18:23:11,"Ortigas Store",grocery,NCR,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Maya
TRX-000383,2025-06-15,07:53:00,"Mang Juan Sari-Sari",sari-sari,NCR,Marlboro,"Marlboro Red 20s",1,160,160,Maya
TRX-000384,2025-04-09,06:10:27,"Santiago Express",sari-sari,Region II,Marlboro,"Marlboro Gold 20s",2,160,320,Maya
TRX-000385,2025-06-15,17:14:38,"Lahug Store",sari-sari,Region VII,Mighty,"Mighty Red 20s",2,130,260,Cash
TRX-000385,2025-06-15,17:14:38,"Lahug Store",sari-sari,Region VII,Philip Morris,"Philip Morris Red 20s",2,140,280,Cash
TRX-000386,2025-05-21,12:20:21,"Palawan Central Store",grocery,Region IV-B,Fortune,"Fortune Menthol 20s",2,130,260,Cash
TRX-000387,2025-06-01,12:13:30,"Vigan Central Store",sari-sari,Region I,Camel,"Camel Blue 20s",1,155,155,Maya
TRX-000387,2025-06-01,12:13:30,"Vigan Central Store",sari-sari,Region I,Hope,"Hope Luxury Red 20s",2,120,240,Maya
TRX-000388,2025-06-05,13:26:09,"Bel-Air Mini Mart",mini-mart,NCR,Fortune,"Fortune Menthol 20s",2,130,260,GCash
TRX-000389,2025-05-23,19:13:07,"GenSan Central",grocery,Region XII,Mighty,"Mighty Red 10s",2,65,130,Cash
TRX-000390,2025-04-03,19:08:58,"Mang Juan Sari-Sari",sari-sari,NCR,Winston,"Winston Blue 20s",1,150,150,Maya
TRX-000390,2025-04-03,19:08:58,"Mang Juan Sari-Sari",sari-sari,NCR,Mevius,"Mevius Purple 20s",1,160,160,Maya
TRX-000390,2025-04-03,19:08:58,"Mang Juan Sari-Sari",sari-sari,NCR,Marlboro,"Marlboro Gold 20s",2,160,320,Maya
TRX-000391,2025-04-10,07:01:44,"Aling Nena Store",sari-sari,NCR,Mighty,"Mighty Premium 20s",2,140,280,Cash
TRX-000391,2025-04-10,07:01:44,"Aling Nena Store",sari-sari,NCR,Marlboro,"Marlboro Gold 20s",1,160,160,Cash
TRX-000392,2025-04-15,19:23:34,"CDO Central Store",grocery,Region X,Mevius,"Mevius Sky Blue 20s",2,160,320,Maya
TRX-000392,2025-04-15,19:23:34,"CDO Central Store",grocery,Region X,Fortune,"Fortune Menthol 20s",1,130,130,Maya
TRX-000393,2025-04-15,18:15:31,"Ortigas Store",grocery,NCR,Mevius,"Mevius Purple 20s",1,160,160,GCash
TRX-000393,2025-04-15,18:15:31,"Ortigas Store",grocery,NCR,Fortune,"Fortune Red 20s",1,130,130,GCash
TRX-000394,2025-05-16,13:12:48,"Rosa Store",sari-sari,Region IV-A,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000395,2025-04-20,07:05:20,"Ate Rose Store",sari-sari,NCR,Mevius,"Mevius Purple 20s",2,160,320,GCash
TRX-000395,2025-04-20,07:05:20,"Ate Rose Store",sari-sari,NCR,Marlboro,"Marlboro Ice Blast 20s",2,165,330,GCash
TRX-000395,2025-04-20,07:05:20,"Ate Rose Store",sari-sari,NCR,Fortune,"Fortune Menthol 20s",2,130,260,GCash
TRX-000396,2025-06-05,06:40:31,"Vigan Central Store",sari-sari,Region I,Mighty,"Mighty Menthol 20s",1,130,130,Cash
TRX-000396,2025-06-05,06:40:31,"Vigan Central Store",sari-sari,Region I,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Cash
TRX-000397,2025-04-22,18:48:09,"Lacson Mart",convenience,Region VI,Mevius,"Mevius Sky Blue 20s",2,160,320,Cash
TRX-000397,2025-04-22,18:48:09,"Lacson Mart",convenience,Region VI,Camel,"Camel Yellow 20s",2,155,310,Cash
TRX-000398,2025-05-08,08:19:07,"Dau Market Store",grocery,Region III,Camel,"Camel Yellow 20s",2,155,310,Maya
TRX-000398,2025-05-08,08:19:07,"Dau Market Store",grocery,Region III,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Maya
TRX-000398,2025-05-08,08:19:07,"Dau Market Store",grocery,Region III,Camel,"Camel Yellow 20s",2,155,310,Maya
TRX-000399,2025-06-05,18:28:01,"Ate Rose Store",sari-sari,NCR,Marlboro,"Marlboro Gold 20s",2,160,320,Cash
TRX-000399,2025-06-05,18:28:01,"Ate Rose Store",sari-sari,NCR,Mevius,"Mevius Sky Blue 20s",2,160,320,Cash
TRX-000400,2025-04-12,13:45:53,"Tuguegarao Central",grocery,Region II,Mevius,"Mevius Purple 20s",1,160,160,Cash
TRX-000400,2025-04-12,13:45:53,"Tuguegarao Central",grocery,Region II,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Cash
TRX-000400,2025-04-12,13:45:53,"Tuguegarao Central",grocery,Region II,Fortune,"Fortune Red 20s",1,130,130,Cash
TRX-000401,2025-06-26,07:01:44,"Clark Convenience",convenience,Region III,Mevius,"Mevius Purple 20s",2,160,320,GCash
TRX-000401,2025-06-26,07:01:44,"Clark Convenience",convenience,Region III,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000402,2025-04-08,17:58:46,"Makati Convenience",convenience,NCR,Winston,"Winston Red 10s",2,75,150,Cash
TRX-000402,2025-04-08,17:58:46,"Makati Convenience",convenience,NCR,Marlboro,"Marlboro Gold 20s",1,160,160,Cash
TRX-000403,2025-05-13,13:18:46,"Clark Convenience",convenience,Region III,Camel,"Camel Blue 20s",1,155,155,Cash
TRX-000404,2025-05-26,19:10:41,"Mactan Store",sari-sari,Region VII,Camel,"Camel Menthol 20s",2,155,310,Maya
TRX-000404,2025-05-26,19:10:41,"Mactan Store",sari-sari,Region VII,More,"More Menthol 20s",2,140,280,Maya
TRX-000405,2025-06-21,12:55:25,"Makati Convenience",convenience,NCR,Fortune,"Fortune Red 20s",1,130,130,Maya
TRX-000405,2025-06-21,12:55:25,"Makati Convenience",convenience,NCR,Camel,"Camel Menthol 20s",1,155,155,Maya
TRX-000405,2025-06-21,12:55:25,"Makati Convenience",convenience,NCR,Mighty,"Mighty Menthol 20s",2,130,260,Maya
TRX-000406,2025-04-06,06:28:58,"Jaro Store",sari-sari,Region VI,Winston,"Winston Blue 20s",2,150,300,Cash
TRX-000406,2025-04-06,06:28:58,"Jaro Store",sari-sari,Region VI,Winston,"Winston Menthol 20s",1,150,150,Cash
TRX-000407,2025-05-25,20:51:41,"Dau Market Store",grocery,Region III,Marlboro,"Marlboro Red 20s",2,160,320,Cash
TRX-000407,2025-05-25,20:51:41,"Dau Market Store",grocery,Region III,Fortune,"Fortune Red 20s",2,130,260,Cash
TRX-000407,2025-05-25,20:51:41,"Dau Market Store",grocery,Region III,Camel,"Camel Menthol 20s",2,155,310,Cash
TRX-000408,2025-05-24,12:37:10,"Lacson Mart",convenience,Region VI,Fortune,"Fortune Menthol 20s",1,130,130,Cash
TRX-000408,2025-05-24,12:37:10,"Lacson Mart",convenience,Region VI,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Cash
TRX-000408,2025-05-24,12:37:10,"Lacson Mart",convenience,Region VI,Mighty,"Mighty Menthol 20s",2,130,260,Cash
TRX-000409,2025-05-13,12:06:39,"Clark Convenience",convenience,Region III,Mighty,"Mighty Premium 20s",2,140,280,Cash
TRX-000409,2025-05-13,12:06:39,"Clark Convenience",convenience,Region III,Marlboro,"Marlboro Gold 20s",2,160,320,Cash
TRX-000410,2025-04-21,20:41:03,"Dolores Mart",sari-sari,Region III,Marlboro,"Marlboro Gold 20s",2,160,320,Maya
TRX-000411,2025-04-09,07:37:18,"Davao Central",grocery,Region XI,Philip Morris,"Philip Morris Red 20s",2,140,280,Maya
TRX-000411,2025-04-09,07:37:18,"Davao Central",grocery,Region XI,Winston,"Winston Red 10s",1,75,75,Maya
TRX-000411,2025-04-09,07:37:18,"Davao Central",grocery,Region XI,Mighty,"Mighty Red 10s",1,65,65,Maya
TRX-000412,2025-05-07,17:41:50,"BGC Express Mart",convenience,NCR,Mevius,"Mevius Blue 20s",1,160,160,Maya
TRX-000412,2025-05-07,17:41:50,"BGC Express Mart",convenience,NCR,Winston,"Winston Red 20s",1,150,150,Maya
TRX-000413,2025-05-27,07:34:00,"Cubao Central Store",sari-sari,NCR,Winston,"Winston Red 10s",2,75,150,Cash
TRX-000413,2025-05-27,07:34:00,"Cubao Central Store",sari-sari,NCR,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Cash
TRX-000413,2025-05-27,07:34:00,"Cubao Central Store",sari-sari,NCR,Camel,"Camel Blue 20s",1,155,155,Cash
TRX-000414,2025-06-16,12:52:41,"Cubao Central Store",sari-sari,NCR,Marlboro,"Marlboro Gold 20s",2,160,320,GCash
TRX-000415,2025-04-12,20:29:28,"Real Convenience",convenience,Region IV-A,Camel,"Camel Menthol 20s",2,155,310,Cash
TRX-000415,2025-04-12,20:29:28,"Real Convenience",convenience,Region IV-A,Marlboro,"Marlboro Gold 20s",2,160,320,Cash
TRX-000416,2025-05-24,17:07:40,"Ate Rose Store",sari-sari,NCR,Winston,"Winston Red 10s",1,75,75,GCash
TRX-000416,2025-05-24,17:07:40,"Ate Rose Store",sari-sari,NCR,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000416,2025-05-24,17:07:40,"Ate Rose Store",sari-sari,NCR,Philip Morris,"Philip Morris Red 20s",2,140,280,GCash
TRX-000417,2025-05-10,18:56:07,"Mang Juan Sari-Sari",sari-sari,NCR,Fortune,"Fortune Red 20s",2,130,260,Cash
TRX-000418,2025-06-25,17:42:03,"Dau Market Store",grocery,Region III,Camel,"Camel Menthol 20s",2,155,310,Maya
TRX-000419,2025-06-20,18:30:29,"Matina Market",sari-sari,Region XI,Camel,"Camel Yellow 20s",2,155,310,Cash
TRX-000419,2025-06-20,18:30:29,"Matina Market",sari-sari,Region XI,Mighty,"Mighty Red 10s",2,65,130,Cash
TRX-000419,2025-06-20,18:30:29,"Matina Market",sari-sari,Region XI,Mighty,"Mighty Premium 20s",1,140,140,Cash
TRX-000420,2025-05-14,19:58:46,"IT Park Mart",convenience,Region VII,Winston,"Winston Red 20s",1,150,150,Cash
TRX-000421,2025-05-09,18:46:46,"Rosa Store",sari-sari,Region IV-A,Winston,"Winston Red 10s",2,75,150,GCash
TRX-000421,2025-05-09,18:46:46,"Rosa Store",sari-sari,Region IV-A,Mighty,"Mighty Red 20s",1,130,130,GCash
TRX-000421,2025-05-09,18:46:46,"Rosa Store",sari-sari,Region IV-A,Mevius,"Mevius Blue 20s",1,160,160,GCash
TRX-000422,2025-06-27,17:15:35,"Cotabato Central",grocery,BARMM,Hope,"Hope Luxury Red 20s",1,120,120,Maya
TRX-000423,2025-05-14,12:14:19,"Bel-Air Mini Mart",mini-mart,NCR,Winston,"Winston Lights 20s",1,150,150,Cash
TRX-000423,2025-05-14,12:14:19,"Bel-Air Mini Mart",mini-mart,NCR,Mighty,"Mighty Red 20s",2,130,260,Cash
TRX-000424,2025-04-20,08:46:35,"Zamboanga Central",grocery,Region IX,Mevius,"Mevius Blue 20s",2,160,320,Maya
TRX-000424,2025-04-20,08:46:35,"Zamboanga Central",grocery,Region IX,Mighty,"Mighty Red 10s",2,65,130,Maya
TRX-000425,2025-06-04,20:21:27,"IT Park Mart",convenience,Region VII,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Maya
TRX-000426,2025-06-15,18:28:41,"Bel-Air Mini Mart",mini-mart,NCR,Fortune,"Fortune Menthol 20s",2,130,260,Maya
TRX-000427,2025-05-19,07:10:09,"Zamboanga Central",grocery,Region IX,More,"More Menthol 20s",1,140,140,Maya
TRX-000427,2025-05-19,07:10:09,"Zamboanga Central",grocery,Region IX,Winston,"Winston Red 20s",2,150,300,Maya
TRX-000427,2025-05-19,07:10:09,"Zamboanga Central",grocery,Region IX,Fortune,"Fortune Menthol 20s",2,130,260,Maya
TRX-000428,2025-04-22,07:41:55,"Tuguegarao Central",grocery,Region II,Winston,"Winston Menthol 20s",1,150,150,Maya
TRX-000429,2025-04-17,17:45:45,"Ate Rose Store",sari-sari,NCR,Camel,"Camel Blue 20s",1,155,155,Cash
TRX-000429,2025-04-17,17:45:45,"Ate Rose Store",sari-sari,NCR,Winston,"Winston Red 20s",1,150,150,Cash
TRX-000429,2025-04-17,17:45:45,"Ate Rose Store",sari-sari,NCR,Winston,"Winston Lights 20s",1,150,150,Cash
TRX-000430,2025-04-24,07:47:42,"Romblon Store",sari-sari,MIMAROPA,Camel,"Camel Blue 20s",2,155,310,Maya
TRX-000430,2025-04-24,07:47:42,"Romblon Store",sari-sari,MIMAROPA,Marlboro,"Marlboro Ice Blast 20s",2,165,330,Maya
TRX-000431,2025-05-03,20:45:08,"Cogeo Mart",grocery,Region IV-A,Mighty,"Mighty Red 20s",1,130,130,GCash
TRX-000431,2025-05-03,20:45:08,"Cogeo Mart",grocery,Region IV-A,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000431,2025-05-03,20:45:08,"Cogeo Mart",grocery,Region IV-A,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000432,2025-06-29,13:13:14,"Mandalagan Store",sari-sari,Region VI,Camel,"Camel Menthol 20s",2,155,310,GCash
TRX-000433,2025-04-24,07:14:28,"Zamboanga Central",grocery,Region IX,Philip Morris,"Philip Morris Red 20s",1,140,140,GCash
TRX-000434,2025-04-27,18:30:00,"Naga Express Mart",convenience,Region V,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000434,2025-04-27,18:30:00,"Naga Express Mart",convenience,Region V,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000435,2025-04-10,08:31:52,"Legazpi Central",grocery,Region V,Camel,"Camel Blue 20s",1,155,155,Cash
TRX-000435,2025-04-10,08:31:52,"Legazpi Central",grocery,Region V,Mevius,"Mevius Purple 20s",1,160,160,Cash
TRX-000436,2025-06-29,08:52:31,"CDO Central Store",grocery,Region X,Hope,"Hope Luxury Red 20s",2,120,240,GCash
TRX-000437,2025-04-03,17:41:47,"Lahug Store",sari-sari,Region VII,Camel,"Camel Yellow 20s",1,155,155,GCash
TRX-000437,2025-04-03,17:41:47,"Lahug Store",sari-sari,Region VII,Mevius,"Mevius Blue 20s",1,160,160,GCash
TRX-000438,2025-05-21,17:57:38,"Lacson Mart",convenience,Region VI,Winston,"Winston Lights 20s",1,150,150,GCash
TRX-000438,2025-05-21,17:57:38,"Lacson Mart",convenience,Region VI,Fortune,"Fortune Red 20s",2,130,260,GCash
TRX-000439,2025-06-30,20:20:43,"Palawan Central Store",grocery,Region IV-B,Winston,"Winston Red 10s",1,75,75,Maya
TRX-000439,2025-06-30,20:20:43,"Palawan Central Store",grocery,Region IV-B,Mighty,"Mighty Red 10s",2,65,130,Maya
TRX-000439,2025-06-30,20:20:43,"Palawan Central Store",grocery,Region IV-B,Mevius,"Mevius Sky Blue 20s",2,160,320,Maya
TRX-000440,2025-06-10,17:29:47,"Apokon Store",sari-sari,Region XI,Mighty,"Mighty Menthol 20s",1,130,130,GCash
TRX-000441,2025-04-23,13:12:48,"Mabolo Store",sari-sari,Region VII,Mighty,"Mighty Red 10s",1,65,65,GCash
TRX-000441,2025-04-23,13:12:48,"Mabolo Store",sari-sari,Region VII,Camel,"Camel Yellow 20s",2,155,310,GCash
TRX-000442,2025-06-14,19:08:39,"Tacloban Central",grocery,Region VIII,More,"More Menthol 20s",2,140,280,Cash
TRX-000442,2025-06-14,19:08:39,"Tacloban Central",grocery,Region VIII,Mighty,"Mighty Red 20s",2,130,260,Cash
TRX-000442,2025-06-14,19:08:39,"Tacloban Central",grocery,Region VIII,Philip Morris,"Philip Morris Red 20s",1,140,140,Cash
TRX-000443,2025-05-24,17:26:39,"Davao Central",grocery,Region XI,Mevius,"Mevius Sky Blue 20s",1,160,160,GCash
TRX-000444,2025-07-01,08:23:16,"Cubao Central Store",sari-sari,NCR,Hope,"Hope Luxury Red 20s",1,120,120,GCash
TRX-000444,2025-07-01,08:23:16,"Cubao Central Store",sari-sari,NCR,Mighty,"Mighty Premium 20s",2,140,280,GCash
TRX-000444,2025-07-01,08:23:16,"Cubao Central Store",sari-sari,NCR,Winston,"Winston Menthol 20s",2,150,300,GCash
TRX-000445,2025-04-19,18:14:48,"Legazpi Central",grocery,Region V,Camel,"Camel Yellow 20s",2,155,310,Cash
TRX-000445,2025-04-19,18:14:48,"Legazpi Central",grocery,Region V,Mevius,"Mevius Blue 20s",2,160,320,Cash
TRX-000445,2025-04-19,18:14:48,"Legazpi Central",grocery,Region V,Mevius,"Mevius Blue 20s",1,160,160,Cash
TRX-000446,2025-05-11,17:00:07,"GenSan Central",grocery,Region XII,Mevius,"Mevius Purple 20s",2,160,320,Maya
TRX-000446,2025-05-11,17:00:07,"GenSan Central",grocery,Region XII,Camel,"Camel Blue 20s",2,155,310,Maya
TRX-000447,2025-04-07,17:34:44,"Naga Express Mart",convenience,Region V,Camel,"Camel Blue 20s",1,155,155,GCash
TRX-000448,2025-04-09,12:39:38,"Buhangin Store",sari-sari,Region XI,Mevius,"Mevius Blue 20s",2,160,320,Maya
TRX-000448,2025-04-09,12:39:38,"Buhangin Store",sari-sari,Region XI,Marlboro,"Marlboro Ice Blast 20s",1,165,165,Maya
TRX-000448,2025-04-09,12:39:38,"Buhangin Store",sari-sari,Region XI,Mevius,"Mevius Sky Blue 20s",2,160,320,Maya
TRX-000449,2025-04-25,17:13:55,"Laoag Express Mart",grocery,Region I,Mighty,"Mighty Premium 20s",1,140,140,Cash
TRX-000449,2025-04-25,17:13:55,"Laoag Express Mart",grocery,Region I,Marlboro,"Marlboro Red 20s",2,160,320,Cash
TRX-000449,2025-04-25,17:13:55,"Laoag Express Mart",grocery,Region I,Camel,"Camel Menthol 20s",2,155,310,Cash
TRX-000450,2025-06-15,06:33:29,"Rosa Store",sari-sari,Region IV-A,Marlboro,"Marlboro Gold 20s",1,160,160,Cash
